,size_sq_ft,propertyType,bedrooms,localityName,suburbName,companyName,rent
369,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,18000
370,1300,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,22000
371,1150,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
372,1900,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,40000
373,1200,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,25000
374,450,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,9000
375,1600,Independent House,3,Chattarpur,Delhi South,A 2 Z Property,25000
376,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,13000
377,500,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,9500
378,1000,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,18000
379,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
380,450,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,9000
381,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,15000
382,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,18000
383,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
384,1350,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,22000
385,1800,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
386,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,23000
387,1300,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
388,2300,Independent Floor,4,Chattarpur,Delhi South,A 2 Z Property,35000
389,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,22000
390,1350,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,20000
391,500,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,11000
392,1200,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,22000
393,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,18000
394,1700,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,23000
395,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,12000
396,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,14000
397,500,Apartment,1,Chattarpur,Delhi South,A 2 Z Property,10000
398,1700,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
399,850,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,16000
400,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
401,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,23000
402,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,17000
403,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
404,900,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,17000
405,450,Apartment,1,Chattarpur,Delhi South,A 2 Z Property,9000
406,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9500
407,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,19000
408,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,21000
409,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,21000
410,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,19000
411,750,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,16500
412,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,14000
413,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9000
414,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9200
415,750,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,16500
416,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,20000
417,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,22000
418,1200,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,21000
419,1100,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,24000
420,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,22000
421,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9500
422,1100,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,22000
423,750,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,16000
424,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,21000
425,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,15000
426,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9500
427,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,20000
428,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,14000
429,550,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,10000
430,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,18000
431,1000,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,20000
432,1100,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,21000
433,1400,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,23500
434,1200,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,20000
435,450,Independent Floor,1,Chattarpur,Delhi South,Arora Associates,9000
436,1000,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,20000
437,900,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,18000
438,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,14000
439,1100,Independent Floor,3,Chattarpur,Delhi South,Arora Associates,19000
440,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,13000
441,800,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,15000
442,1400,Apartment,3,Chattarpur,Delhi South,Sameer Property,20000
443,1200,Apartment,3,Chattarpur,Delhi South,Sameer Property,17000
444,1000,Apartment,2,Chattarpur,Delhi South,Sameer Property,17000
445,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,22000
446,1300,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,22000
447,1400,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,25000
448,800,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,16000
449,500,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,11000
450,1200,Apartment,3,Chattarpur,Delhi South,Sameer Property,17000
451,1050,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
452,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,17500
453,800,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16000
454,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16000
455,1100,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16500
456,1100,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,15000
457,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16800
458,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16500
459,1200,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,17000
460,1300,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
461,1800,Independent Floor,4,Chattarpur,Delhi South,Sameer Property,28000
462,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,17000
463,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16500
464,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
465,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,20000
466,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,20000
467,900,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16000
468,1100,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16000
469,900,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,15500
470,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,17000
471,1200,Apartment,2,Chattarpur,Delhi South,Sameer Property,24000
472,450,Apartment,1,Chattarpur,Delhi South,Sameer Property,8000
473,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,14000
474,900,Apartment,1,Chattarpur,Delhi South,Sameer Property,15000
475,2500,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,35000
476,1300,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,19000
477,750,Apartment,2,Chattarpur,Delhi South,Sameer Property,15500
478,1200,Apartment,2,Chattarpur,Delhi South,Sameer Property,20000
479,865,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
480,1000,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
481,620,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,11000
482,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16500
483,900,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
484,1080,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16500
485,1570,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,21000
486,585,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
487,565,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10500
488,1580,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,24000
489,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
490,1000,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
491,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
492,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
493,1490,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23000
494,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
495,920,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
496,865,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
497,545,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
498,845,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
499,1490,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,21000
500,620,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10500
501,875,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
502,1690,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23000
503,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
504,895,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
505,565,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
506,865,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
507,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,14500
508,575,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
509,1640,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
510,860,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
511,1760,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
512,915,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
513,595,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
514,1490,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,21000
515,915,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
516,1780,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
517,1850,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,25000
518,1000,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
519,1675,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23000
520,1490,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,22000
521,1575,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,22000
522,585,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
523,610,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
524,885,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
525,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
526,870,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,14000
527,875,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,14500
528,1485,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,21000
529,1545,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,22000
530,1655,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23000
531,895,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
532,1650,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
533,1580,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23000
534,1785,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,26000
535,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,17000
536,1650,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
537,915,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
538,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
539,1650,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
540,1630,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,25000
541,1680,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,26000
542,890,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
543,1580,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,25000
544,1750,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,26000
545,2000,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,35000
546,920,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
547,950,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16500
548,1680,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,26000
549,675,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,11000
550,1690,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,24000
551,940,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,17000
552,650,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
553,1760,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,25000
554,915,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15800
555,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
556,875,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
557,1585,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,23500
558,545,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9000
559,910,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
560,555,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,9500
561,560,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
562,580,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10000
563,895,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15500
564,575,Independent Floor,1,Chattarpur,Delhi South,Prateek Property,10500
565,880,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,15000
566,895,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,16000
567,585,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,10500
568,1450,Independent Floor,3,Chattarpur,Delhi South,Prateek Property,22000
569,900,Apartment,2,Chattarpur,Delhi South,Smart Homes,16000
570,1450,Apartment,2,Chattarpur,Delhi South,Sameer Property,22000
571,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16000
572,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,13500
573,1400,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,20000
574,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,12000
575,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
576,1400,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,19000
577,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,14000
578,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,17500
579,1600,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,35000
580,1000,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,15000
581,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,10000
582,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16500
583,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,17000
584,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,10500
585,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,10000
586,1000,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,15000
587,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,17000
588,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,11000
589,1250,Apartment,3,Chattarpur,Delhi South,Prateek Property,17000
590,1350,Apartment,3,Chattarpur,Delhi South,Sameer Property,25000
591,1350,Apartment,3,Chattarpur,Delhi South,Sameer Property,24000
592,1300,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,24000
593,450,Apartment,1,Chattarpur,Delhi South,Sameer Property,9000
594,1000,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
595,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,16500
596,400,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,6500
597,500,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9000
598,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,15000
599,400,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,7000
600,700,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,12000
601,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,15000
602,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9000
603,1600,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,25000
604,500,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9000
605,500,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9000
606,750,Apartment,2,Chattarpur,Delhi South,Sameer Property,16000
607,1250,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,18000
608,1500,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,22000
609,550,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9500
610,550,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,10500
611,900,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,17000
612,1200,Apartment,3,Chattarpur,Delhi South,Sameer Property,17000
613,1200,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,18000
614,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,10000
615,600,Independent Floor,1,Chattarpur,Delhi South,Sameer Property,9000
616,1500,Independent Floor,3,Chattarpur,Delhi South,Sameer Property,23000
